"pid","meta_class","meta_town_code","meta_nbhd","meta_certified_est_bldg","meta_certified_est_land","meta_cdu","meta_deed_type","char_hd_sf","char_age","char_apts","char_ext_wall","char_roof_cnst","char_rooms","char_beds","char_bsmt","char_bsmt_fin","char_heat","char_oheat","char_air","char_frpl","char_attic_type","char_fbath","char_hbath","char_tp_plan","char_tp_dsgn","char_cnst_qlty","char_site","char_gar1_size","char_gar1_cnst","char_gar1_att","char_gar1_area","char_ot_impr","char_bldg_sf","char_repair_cnd","char_use","char_type_resd","char_attic_fnsh","char_renovation","char_porch","geo_property_city","geo_property_zip","geo_tract_pop","geo_white_perc","geo_black_perc","geo_asian_perc","geo_his_perc","geo_other_perc","geo_fips","geo_municipality","geo_ohare_noise","geo_floodplain","geo_fs_flood_factor","geo_fs_flood_risk_direction","geo_withinmr100","geo_withinmr101300","geo_school_elem_district","geo_school_hs_district","econ_tax_rate","econ_midincome","ind_large_home","ind_arms_length","predicted_sale_price"
917,"278","29","29070",227880,70110,"Unknown","W",14023,52,2,"1","1",9,5,3,1,"1",5,1,0,3,2,1,2,2,2,2,3,1,1,1,0,2027,2,"1",2,3,1,1,"PALATINE","60074",3581,0.804523876012287,0.0164758447361072,0.0784697012007819,0.0865679977659872,0.0279251605696733,"57225","Palatine",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",10.178,66347,"FALSE","TRUE",365927.582857143
918,"203","20","20030",143500,36670,"Unknown","W",5642,66,2,"2","1",5,3,1,1,"1",5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1147,2,"1",1,3,1,1,"FRANKLIN PARK","60131",4596,0.509355961705831,0.00630983463881636,0.0783289817232376,0.384029590948651,0.0439512619669278,"27702","Franklin Park",0,1,5,1,"Outside","Outside","SCHOOL DISTRICT  83","COMMUNITY HIGH SCHOOL  212",11.986,65269,"FALSE","TRUE",190034.854174397
919,"278","23","23022",1147380,205870,"Unknown","W",9150,5,2,"1","1",10,4,1,1,"1",5,1,1,2,4,1,2,2,2,2,4,1,2,2,0,3761,2,"1",2,1,1,1,"WINNETKA","60093",3662,0.869743309666849,0,0.0671764063353359,0.0234844347351174,0.076187875477881,"82530","Winnetka",0,0,1,0,"Outside","Outside","SCH DISTRICT 36","NEW TRIER TOWNSHIP HIGH SCHOOL  203",7.997,250001,"FALSE","TRUE",1719048.1952752
920,"205","31","31110",179470,40200,"Unknown","W",6700,71,2,"2","1",5,3,1,1,"1",2,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1200,2,"1",2,3,1,1,"WESTCHESTER","60154",4492,0.398040961709706,0.311219946571683,0.0160284951024043,0.259127337488869,0.0293855743544078,"80047","Westchester",0,0,3,1,"Outside","Outside","SCHOOL DISTRICT 92 1/2","PROVISO TOWNSHIP HIGH SCHOOL 209",9.688,70790,"FALSE","TRUE",228534.845920705
921,"203","18","18020",135970,25820,"Unknown","W",7378,54,2,"1","1",8,4,4,3,"1",5,1,0,3,1,1,2,2,2,2,1,1,1,2,103,1363,2,"1",1,3,1,1,"STREAMWOOD","60107",3206,0.38552713661884,0.0723643169058016,0.0676855895196507,0.45321272613849,0.0424204616344354,"73157","Streamwood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 46","SCHOOL DISTRICT 46",10.958,87742,"FALSE","TRUE",165514.357142857
922,"203","38","38032",266420,61870,"Unknown","W",9900,61,2,"2","1",6,3,1,3,"1",5,1,0,1,1,1,2,2,2,2,3,2,1,2,0,1288,2,"1",1,3,1,1,"ARLINGTON HEIGHTS","60005",5739,0.960446070744032,0.00958355114131381,0.0224777835859906,0.00278794215020038,0.00940930475692629,"2154","Arlington Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 25","ARLINGTON HTS TWNSHP H S 214",9.004,105114,"FALSE","TRUE",345173.608843537
923,"211","72","72040",108790,31500,"Unknown","W",3150,98,2,"1","1",5,3,2,3,"1",5,2,0,3,2,0,2,2,2,2,7,1,2,2,0,1764,2,"2",2,3,1,1,"CHICAGO","60632",5174,0.11654425976034,0.0216466950135292,0.0510243525318902,0.81059141863162,0.000386548125241593,"14000","Chicago",0,0,4,1,"Outside","Outside","SHIELDS","KELLY HS",6.934,46419,"FALSE","TRUE",122524.827909952
924,"205","72","72380",199040,37500,"Unknown","T",3750,66,2,"3","1",7,4,1,3,"1",5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1990,2,"1",2,3,1,1,"CHICAGO","60638",7157,0.331703227609334,0.00880257090959899,0,0.650551907223697,0.0108984211261702,"14000","Chicago",0,0,1,0,"Outside","Outside","HALE","KENNEDY HS",6.934,68397,"FALSE","TRUE",258693.476190476
925,"278","25","25102",381140,118180,"Unknown","T",10058,43,2,"3","1",8,4,1,3,"1",5,1,1,1,2,1,2,2,2,2,3,2,1,2,0,2661,2,"1",2,3,1,1,"GLENVIEW","60025",5365,0.787511649580615,0.0221808014911463,0.104566635601118,0.0615097856477167,0.0410065237651445,"29938","Glenview",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 34","NORTHFIELD TOWNSHIP HIGH SCHOOL  225",7.153,118542,"FALSE","TRUE",596798.571428571
926,"204","29","29090",264150,99540,"Unknown","W",28442,63,2,"2","1",8,4,3,3,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,1871,2,"1",1,3,1,2,"PALATINE","60067",2817,0.730919417820376,0.0475683351082712,0.108981185658502,0.0667376641817536,0.0915867944621938,"19642","Unknown",0,0,1,0,"Outside","Inside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",9.301,110833,"FALSE","TRUE",437819.225490196
927,"202","37","37171",70630,31450,"Unknown","T",8986,58,2,"3","1",4,3,1,3,"1",5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,998,2,"1",1,3,1,1,"THORNTON","60476",3178,0.589993706733795,0.285714285714286,0.0122718691000629,0.0950283196979232,0.0339836375078666,"75185","Thornton",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  154","THORNTON TOWNSHIP HIGH SCHOOL  205",20.04,57449,"FALSE","TRUE",97558.0844671202
928,"203","11","11020",165720,30710,"Unknown","T",3150,53,2,"2","1",5,3,1,3,"1",5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1100,2,"1",1,3,1,1,"BERWYN","60402",5758,0.213615838832928,0.0866620354289684,0.0237929836748871,0.664640500173671,0.02257728377909,"5573","Berwyn",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 98","BERWYN CICERO STICKNEY HIGH SCHOOL 201",14.144,63814,"FALSE","TRUE",186983.712217425
929,"206","17","17042",593460,112500,"Unknown","T",6250,97,2,"2","5",9,5,1,1,"2",5,2,2,1,2,1,2,2,2,2,3,2,2,2,0,2644,2,"1",2,3,1,2,"EVANSTON","60201",3732,0.827974276527331,0.0292068595927117,0.0844051446945338,0.0393890675241158,0.0380493033226152,"24582","Evanston",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.105,134583,"FALSE","TRUE",739928.975396825
930,"203","70","70080",65160,48870,"Unknown","O",5430,109,2,"2","1",9,3,1,1,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1081,2,"1",1,3,1,1,"CHICAGO","60617",5647,0.00602089605100053,0.98813529307597,0,0.00584381087302992,0,"14000","Chicago",0,0,1,0,"Outside","Inside","MANN","CHICAGO VOCATIONAL HS",6.88386464826358,46162,"FALSE","TRUE",75934.392900927
931,"211","17","17130",209950,68880,"Unknown","W",6720,137,2,"1","1",8,4,1,3,"1",5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2082,2,"2",5,2,1,1,"EVANSTON","60201",3115,0.355056179775281,0.380417335473515,0.037239165329053,0.190690208667737,0.0731942215088282,"24582","Evanston",0,0,6,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.035,90625,"FALSE","TRUE",318667.483867596
932,"203","70","70180",61810,22690,"Unknown","W",4127,64,2,"2","1",5,2,1,3,"1",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1008,2,"1",1,3,1,1,"CHICAGO","60617",3173,0.0592499212102112,0.49952726126694,0,0.437440907658367,0.00756381972896312,"14000","Chicago",0,0,1,0,"Outside","Outside","BRIGHT","WASHINGTON HS",6.908,25332,"FALSE","TRUE",58282.1441269841
933,"295","39","39060",71220,21000,"Unknown","W",4000,52,2,"2","1",5,3,4,3,"1",5,1,0,3,1,0,2,2,2,2,2,1,2,2,0,1182,2,"1",1,3,1,1,"HOMETOWN","60456",4308,0.793407613741876,0.0123026926648097,0.00162488393686165,0.162256267409471,0.0436397400185701,"35866","Hometown",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  123","COMMUNITY HIGH SCHOOL  229",12.427,49359,"FALSE","TRUE",96581.3503389426
934,"203","71","71150",166690,47250,"Unknown","W",3780,95,2,"2","1",5,3,1,3,"2",5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1128,2,"1",1,3,1,1,"CHICAGO","60634",3474,0.473805411629246,0.00690846286701208,0.0201496833621186,0.49251583189407,0.0132412204951065,"14000","Chicago",0,0,1,0,"Outside","Outside","REINBERG","SCHURZ HS",6.894,64875,"FALSE","TRUE",243789.946612607
935,"234","37","37150",89370,80820,"Unknown","W",17015,49,2,"1","1",7,3,3,1,"1",5,1,1,3,2,1,2,2,2,1,2,2,1,2,0,1761,2,"1",4,3,1,1,"SOUTH HOLLAND","60473",2838,0.147991543340381,0.814658210007047,0,0.0317124735729387,0.0112755461592671,"70850","South Holland",0,1,1,0,"Outside","Outside","SCHOOL DISTRICT  150","THORNTON TOWNSHIP HIGH SCHOOL  205",18.723,63750,"FALSE","TRUE",221174.250136054
936,"204","21","21071",378730,71610,"Unknown","W",9240,61,2,"2","1",8,4,1,3,"1",5,1,2,3,2,1,2,2,2,2,3,2,1,2,0,1855,2,"1",1,3,1,1,"WESTERN SPRINGS","60558",2651,0.911731422104866,0.00490380988306299,0.014711429649189,0.0686533383628819,0,"80242","Western Springs",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  106","LYONS TOWNSHIP HIGH SCHOOL  204",8.167,148646,"FALSE","TRUE",504849.916666667
937,"295","30","30012",161430,42720,"Unknown","W",6330,15,2,"3","1",6,3,2,3,"1",5,1,0,3,2,1,2,2,2,2,3,1,1,1,0,2707,2,"1",3,3,1,1,"PALOS HILLS","60465",6149,0.72467067815905,0.113351764514555,0.0204911367702065,0.112701252236136,0.0557814278744511,"57394","Palos Hills",0,0,6,1,"Outside","Outside","SCHOOL DISTRICT  117","CONSOLIDATED HIGH SCHOOL  230",11.823,56938,"FALSE","TRUE",235751.856493506
938,"203","37","37024",42280,19990,"Unknown","O",5332,63,2,"2","2",5,3,2,3,"1",5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1277,2,"1",1,3,1,1,"DOLTON","60419",6330,0.0693522906793049,0.875987361769352,0.00505529225908372,0.0372827804107425,0.0246445497630332,"20292","Dolton",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  148","THORNTON TOWNSHIP HIGH SCHOOL  205",30.059,41653,"FALSE","TRUE",52523.4922482515
939,"202","20","20020",120240,35750,"Unknown","W",5500,72,2,"2","1",4,2,4,3,"1",5,2,0,3,1,0,2,2,2,2,1,2,1,2,0,779,2,"1",1,3,1,1,"SCHILLER PARK","60176",6240,0.594871794871795,0.00641025641025641,0.0783653846153846,0.289423076923077,0.0575320512820513,"68081","Schiller Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  81","COMMUNITY HIGH SCHOOL  212",10.802,50703,"FALSE","TRUE",152634.264739433
940,"278","32","32110",166530,34200,"Unknown","W",9772,59,2,"3","1",9,6,3,1,"1",5,2,1,3,3,1,2,2,2,2,3,2,1,1,0,3277,2,"1",2,3,1,1,"PARK FOREST","60466",3170,0.186750788643533,0.695583596214511,0,0.00599369085173501,0.199684542586751,"57732","Park Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 162","RICH TOWNSHIP HIGH SCHOOL  227",30.793,71744,"FALSE","TRUE",222198.640952381
941,"203","29","29100",145260,40040,"Unknown","W",12320,66,2,"1","1",5,3,3,3,"1",5,1,0,1,1,0,2,2,2,2,4,1,2,2,0,1003,2,"1",1,3,1,1,"ROLLING MEADOWS","60008",3437,0.729124236252546,0.00727378527785859,0.0183299389002037,0.233052080302589,0.0221123072446901,"65338","Rolling Meadows",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  15","ARLINGTON HTS TWNSHP H S 214",9.977,91010,"FALSE","TRUE",203031.059859059
942,"295","29","29060",248740,26570,"Unknown","W",2657,26,2,"1","1",6,6,1,3,"1",5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1797,2,"1",2,3,1,1,"PALATINE","60067",6130,0.776835236541599,0.00505709624796084,0.117455138662316,0.064926590538336,0.067373572593801,"57225","Palatine",0,0,4,1,"Outside","Outside","SCHOOL DISTRICT C C  15","PALATINE TOWNSHIP HIGH SCHOOL  211",9.835,90685,"FALSE","TRUE",282744.945070368
943,"234","32","32110",89650,32340,"Unknown","W",9240,58,2,"3","1",7,4,3,1,"1",5,1,1,3,2,1,2,2,2,2,1,3,1,2,0,1455,2,"1",4,3,1,1,"PARK FOREST","60466",3170,0.186750788643533,0.695583596214511,0,0.00599369085173501,0.199684542586751,"57732","Park Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 162","RICH TOWNSHIP HIGH SCHOOL  227",30.793,71744,"FALSE","TRUE",100921.390068027
944,"203","72","72121",35420,23560,"Unknown","W",3625,105,2,"1","1",4,3,1,3,"2",5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1197,2,"1",1,3,1,1,"CHICAGO","60636",2343,0.011096884336321,0.756295347844644,0,0.186513017498933,0.0921895006402049,"14000","Chicago",0,0,1,0,"Outside","Outside","RANDOLPH","HARPER HS",6.87331719128329,26822,"FALSE","TRUE",40065.202287415
945,"211","70","70100",73840,34750,"Unknown","W",3475,140,5,"3","1",12,4,3,1,"1",2,2,0,1,4,0,2,2,2,2,3,1,2,2,0,3050,2,"2",2,1,1,1,"CHICAGO","60617",2636,0.0322458270106221,0.545144157814871,0.00682852807283763,0.397951441578149,0.035660091047041,"14000","Chicago",0,0,1,0,"Outside","Outside","MIRELES","BOWEN HS",6.908,23972,"FALSE","TRUE",131441.880952381
946,"203","24","24081",217930,46740,"Unknown","W",4920,65,2,"2","1",6,3,1,3,"1",5,1,0,3,1,1,2,2,2,2,7,1,2,2,0,1300,2,"1",1,3,1,1,"SKOKIE","60076",3390,0.54070796460177,0.0250737463126844,0.334513274336283,0.0557522123893805,0.0855457227138643,"70122","Skokie",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 73 1/2","COMMUNITY HIGH SCHOOL  219",10.506,112565,"FALSE","TRUE",300771.678571429
947,"211","39","39133",283990,13600,"Unknown","W",3888,119,4,"2","1",16,8,1,3,"1",5,2,0,3,4,0,2,2,2,2,7,1,2,2,0,3966,2,"2",2,3,1,1,"BLUE ISLAND","60406",2259,0.0327578574590527,0.362107127047366,0,0.586100044267375,0.0380699424524126,"6704","Blue Island",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 130","COMMUNITY HIGH SCHOOL  218",15.452,40521,"FALSE","TRUE",226151.157142857
948,"202","32","32120",29740,27600,"Unknown","O",8493,68,2,"3","5",4,3,2,3,"1",2,2,0,2,1,3,2,2,2,2,3,1,2,2,0,949,2,"1",1,3,1,1,"PARK FOREST","60466",4957,0.287068791607827,0.584426064151705,0,0.0841234617712326,0.0853338712931208,"57732","Park Forest",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 163","RICH TOWNSHIP HIGH SCHOOL  227",37.326,55570,"FALSE","TRUE",42288.2877321233
949,"203","38","38032",267030,61870,"Unknown","W",9900,64,2,"2","1",6,4,1,3,"2",5,2,1,3,2,0,2,2,2,2,1,2,1,2,0,1630,2,"1",1,3,1,1,"ARLINGTON HEIGHTS","60005",5739,0.960446070744032,0.00958355114131381,0.0224777835859906,0.00278794215020038,0.00940930475692629,"2154","Arlington Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 25","ARLINGTON HTS TWNSHP H S 214",9.004,105114,"FALSE","TRUE",420983.64981685
950,"205","71","71200",208460,62500,"Unknown","W",5000,67,2,"3","1",7,4,1,3,"1",5,1,0,3,2,0,2,2,2,2,1,1,2,2,0,1972,2,"1",2,3,1,1,"CHICAGO","60634",6360,0.411949685534591,0.0080188679245283,0.0709119496855346,0.504245283018868,0.00974842767295597,"14000","Chicago",0,0,1,0,"Outside","Outside","LOCKE, J","STEINMETZ COLLEGE PREP HS",6.894,51071,"FALSE","TRUE",312632.007709751
951,"203","16","16100",231430,69710,"Unknown","W",10725,62,2,"2","1",6,3,1,3,"1",5,2,1,2,1,1,2,2,2,2,3,2,1,2,0,1310,2,"1",1,3,1,1,"MOUNT PROSPECT","60056",4832,0.895074503311258,0,0.00496688741721854,0.0933360927152318,0.0132450331125828,"51089","Mount Prospect",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  57","ARLINGTON HTS TWNSHP H S 214",9.405,102135,"FALSE","TRUE",325273.954421769
952,"278","73","73084",948790,168320,"Unknown","T",2630,6,2,"2","2",6,3,1,1,"1",5,1,1,3,2,0,2,1,2,2,3,2,1,2,0,2233,2,"1",2,3,1,1,"CHICAGO","60613",3779,0.81106112728235,0.00767398782746758,0.04154538237629,0.0960571579783011,0.0801799417835406,"14000","Chicago",0,0,1,0,"Outside","Outside","BLAINE","LAKE VIEW HS",6.89,122708,"FALSE","TRUE",1148667.52380952
953,"203","20","20011",219220,51100,"Unknown","T",5379,56,2,"2","1",6,3,1,3,"1",5,2,0,2,1,1,2,2,2,2,3,2,2,2,0,1312,2,"1",1,3,1,1,"NORRIDGE","60706",3473,0.870429023898647,0.00460696803915922,0.0521163259429888,0.0662251655629139,0.00978980708321336,"53377","Norridge",1,0,1,0,"Outside","Outside","SCHOOL DISTRICT  80","COMMUNITY HIGH SCHOOL  234",7.747,60000,"FALSE","TRUE",272303.448765703
954,"205","73","73044",680100,181250,"Unknown","W",3125,120,2,"1","1",7,4,1,3,"2",5,1,0,2,3,0,2,2,2,2,2,1,2,2,0,1524,2,"1",2,3,1,1,"CHICAGO","60613",2852,0.772791023842917,0.0459326788218794,0.0319074333800842,0.106591865357644,0.0855539971949509,"14000","Chicago",0,0,1,0,"Outside","Outside","RAVENSWOOD","LAKE VIEW HS",6.89,92593,"FALSE","TRUE",1072792.29312169
955,"278","35","35116",223190,169600,"Unknown","W",12800,29,2,"3","1",8,4,1,1,"1",5,1,1,2,2,1,2,2,2,2,5,3,1,2,0,2320,2,"1",2,3,1,1,"SCHAUMBURG","60194",3351,0.543121456281707,0.0343181139958221,0.246792002387347,0.135183527305282,0.0811698000596837,"68003","Schaumburg",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C 54","PALATINE TOWNSHIP HIGH SCHOOL  211",9.17218965517241,85040,"FALSE","TRUE",419627.280730897
956,"205","38","38070",227980,39050,"Unknown","W",6249,72,2,"2","1",6,3,1,3,"1",5,1,0,3,1,1,2,2,2,2,1,2,1,2,0,1200,2,"1",2,3,1,1,"ARLINGTON HEIGHTS","60004",5310,0.886252354048964,0.00772128060263653,0.0444444444444444,0.0615819209039548,0,"2154","Arlington Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 25","ARLINGTON HTS TWNSHP H S 214",9.004,83491,"FALSE","TRUE",283333.790362522
957,"204","20","20050",123800,53550,"Unknown","T",15300,79,2,"1","1",8,4,1,3,"1",5,1,0,2,2,0,2,2,2,2,3,1,2,2,0,1951,2,"1",5,1,1,1,"MELROSE PARK","60164",4666,0.267895413630519,0.022717531075868,0.0100728675525075,0.688169738534076,0.0222888984140591,"19642","Unknown",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  83","COMMUNITY HIGH SCHOOL  212",11.119,66655,"FALSE","TRUE",203070.443537415
958,"278","10","10031",437500,12990,"Unknown","W",4333,5,2,"1","1",8,4,3,3,"1",5,1,1,3,2,1,2,2,2,2,3,1,1,1,0,2738,2,"1",2,3,1,1,"BARRINGTON","60010",7280,0.727197802197802,0.00357142857142857,0.18543956043956,0.0748626373626374,0.0178571428571428,"3844","Barrington",0,0,1,0,"Outside","Outside","COMMUNITY UNIT SCHOOL DISTRICT 220","COMMUNITY UNIT SCHOOL DISTRICT 220",7.216,122931,"FALSE","TRUE",466995.717006803
959,"278","12","12046",166460,40600,"Unknown","O",8549,28,2,"3","1",7,3,3,1,"1",5,1,1,3,1,1,2,2,2,2,3,2,1,1,0,2759,2,"1",2,3,1,1,"LANSING","60438",8891,0.221797323135755,0.621977280395906,0.00236193903947812,0.133618265661905,0.0292430547744911,"42028","Lansing",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT  171","THORNTON TWP FRACTIONAL HIGH SCHOOL 215",17.73,54518,"FALSE","TRUE",234332.849498747
960,"203","70","70100",50890,44370,"Unknown","O",4437,100,2,"2","1",5,3,1,3,"2",5,2,0,1,1,1,2,2,2,2,1,2,2,2,0,1044,2,"1",1,3,1,1,"CHICAGO","60617",3124,0.00928297055057618,0.685659411011524,0,0.302176696542894,0.0028809218950064,"14000","Chicago",0,0,6,1,"Outside","Outside","COLES","BOWEN HS",6.88386464826358,35845,"FALSE","TRUE",69109.2787528345
961,"203","72","72070",91920,31870,"Unknown","W",3750,99,2,"2","1",6,3,1,3,"1",5,2,1,1,1,0,2,2,2,2,3,1,2,2,0,1226,2,"1",1,3,1,1,"CHICAGO","60629",5020,0.0346613545816733,0.223705179282869,0.0115537848605578,0.717131474103586,0.0151394422310757,"14000","Chicago",0,0,1,0,"Outside","Outside","FAIRFIELD","GAGE PARK HS",6.934,32880,"FALSE","TRUE",99863.3986848073
962,"206","22","22150",472590,67720,"Unknown","W",6450,74,2,"3","1",7,4,1,1,"1",5,1,1,3,3,1,2,2,2,2,3,2,2,2,0,2728,2,"1",2,3,1,1,"PARK RIDGE","60068",5094,0.880447585394582,0,0.0212014134275618,0.0881429132312525,0.0204161758932077,"57875","Park Ridge",1,0,1,0,"Outside","Outside","SCHOOL DISTRICT C C  64","MAINE TOWNSHIP HIGH SCHOOL  207",8.938,113576,"FALSE","TRUE",606795.780952381
963,"203","20","20080",171160,26810,"Unknown","W",2979,96,2,"3","1",5,3,1,1,"2",5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1167,2,"1",5,1,1,1,"ELMWOOD PARK","60707",5102,0.675813406507252,0.0205801646413171,0.0656605252842023,0.228537828302626,0.0188161505292042,"23724","Elmwood Park",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT UNIT  401","SCHOOL DISTRICT UNIT  401",10.001,73462,"FALSE","TRUE",198111.767301587
964,"205","31","31160",202560,40950,"Unknown","W",6300,78,2,"2","1",6,3,3,3,"2",5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,1232,2,"1",2,3,1,1,"BROOKFIELD","60513",5502,0.800981461286805,0.0103598691384951,0.029989094874591,0.13958560523446,0.0381679389312977,"8576","Brookfield",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 95","RIVERSIDE BROOKFIELD HIGH SCHOOL 208",13.524,84053,"FALSE","TRUE",260308.867467156
965,"234","13","13280",90500,57240,"Unknown","W",12720,50,2,"3","1",6,3,3,1,"1",5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,1512,2,"1",4,3,1,1,"HOMEWOOD","60430",6919,0.146263910969793,0.817025581731464,0.0135857782916606,0.015464662523486,0.0130076600664836,"35879","Homewood",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 161","HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233",16.637,58531,"FALSE","TRUE",165987.419047619
966,"203","24","24101",332540,68650,"Unknown","W",6865,65,2,"2","1",6,4,1,1,"1",5,1,1,1,2,1,2,2,2,2,3,2,1,2,0,1665,2,"1",1,3,1,1,"SKOKIE","60077",2678,0.629947722180732,0.0104555638536221,0.223674383868559,0.129947722180732,0.011949215832711,"70122","Skokie",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 72","COMMUNITY HIGH SCHOOL  219",7.788,104875,"FALSE","TRUE",470187.418095238
967,"203","72","72274",149270,49500,"Unknown","W",6600,96,2,"2","1",6,3,3,3,"2",5,2,1,1,1,0,2,2,2,2,1,2,2,2,0,1213,2,"1",1,3,1,1,"CHICAGO","60643",4047,0.390412651346677,0.521373857178157,0.00494193229552755,0.0509019026439338,0.0553496417099086,"14000","Chicago",0,0,1,0,"Outside","Outside","BARNARD","MORGAN PARK HS",6.908,73300,"FALSE","TRUE",219913.708721805
968,"202","31","31104",163960,38400,"Unknown","T",6400,70,2,"3","1",4,2,1,3,"1",5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,842,2,"1",1,3,1,1,"WESTCHESTER","60154",3151,0.554109806410663,0.170739447794351,0.0266582037448429,0.174547762615043,0.0888606791494764,"80047","Westchester",0,0,1,0,"Outside","Inside","SCHOOL DISTRICT 92 1/2","PROVISO TOWNSHIP HIGH SCHOOL 209",9.688,63243,"FALSE","TRUE",214086.011271551
969,"295","30","30042",104400,26460,"GD","T",1323,45,2,"3","1",5,3,2,3,"1",5,1,0,3,1,1,2,2,2,2,7,1,2,2,0,1240,2,"1",2,3,1,1,"PALOS HILLS","60465",2871,0.826889585510275,0.0107976314872867,0.0278648554510623,0.118425635667015,0.0320445837687217,"57394","Palos Hills",0,0,6,1,"Outside","Outside","SCHOOL DISTRICT C C  118","CONSOLIDATED HIGH SCHOOL  230",9.359,54594,"FALSE","TRUE",130601.353455173
970,"203","73","73012",310830,178750,"Unknown","T",4256,116,2,"1","1",6,3,1,1,"1",5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1341,2,"1",5,1,1,1,"CHICAGO","60640",5269,0.738470297969254,0.0100588346934902,0.0571265894856709,0.158284304422091,0.0690833175175555,"14000","Chicago",0,0,1,0,"Outside","Outside","CHAPPELL","AMUNDSEN HS",6.89,82798,"FALSE","TRUE",583946.798571429
971,"203","31","31080",168830,26620,"Unknown","W",7100,67,2,"2","1",7,4,3,1,"1",2,2,0,2,2,1,2,2,2,2,4,3,2,2,0,1596,2,"1",1,3,1,1,"HILLSIDE","60162",5989,0.184170980130239,0.474870596092837,0.00333945566872599,0.327433628318584,0.0203706795792286,"35086","Hillside",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 87","PROVISO TOWNSHIP HIGH SCHOOL 209",15.18,54597,"FALSE","TRUE",160553.552792906
972,"211","26","26010",293360,41740,"Unknown","W",3630,90,3,"1","1",14,5,1,2,"1",5,2,0,1,3,0,2,2,2,2,3,1,2,2,0,2970,2,"2",5,2,1,1,"HARWOOD HEIGHTS","60706",4418,0.722725215029425,0.0106382978723404,0.104572204617474,0.157990040742417,0.00407424173834314,"33435","Harwood Heights",0,0,1,0,"Outside","Outside","SCHOOL DISTRICT 86","COMMUNITY HIGH SCHOOL  234",8.107,54525,"FALSE","TRUE",364437.333333333
973,"202","17","17140",165570,47990,"Unknown","W",5647,66,2,"3","1",4,2,2,3,"1",5,1,0,1,1,0,2,2,2,2,1,2,2,2,0,896,2,"1",1,3,1,1,"EVANSTON","60202",4341,0.36258926514628,0.348767565077171,0.0177378484220226,0.253167472932504,0.0317899101589496,"24582","Evanston",0,0,6,0,"Outside","Outside","SCHOOL DISTRICT C C  65","EVANSTON TOWNSHIP HIGH SCHOOL  202",8.14,76910,"FALSE","TRUE",262463.816950224
